problem_seed,initialization,init_seed,rank,magnitude_strength,true_direction_rank,direction_strength,selected_learning_rate,optimization_steps,optimization_mse,optimized_dora_relative_weight_error,optimized_dora_expected_output_mse,optimized_dora_direction_error,optimized_dora_magnitude_relative_mae,feasible_dora_relative_weight_error,feasible_dora_expected_output_mse,feasible_dora_direction_error,feasible_dora_magnitude_relative_mae,lora_oracle_relative_weight_error,lora_oracle_expected_output_mse,lora_oracle_direction_error,lora_oracle_magnitude_relative_mae
205,4,1020709,4,0.0,4,0.35,0.1,893,6.683889986619507e-12,1.4010226550453808e-05,2.1388447957182422e-10,7.450580596923828e-09,3.650784492492676e-07,1.1731869165032549e-07,1.4997653455511156e-14,2.9802322387695312e-08,3.725290298461914e-08,1.0160343322240806e-07,1.1248787274917293e-14,3.725290298461914e-09,5.960464477539063e-08
205,0,1020705,4,0.4,4,0.35,0.01,281,8.54233608220227e-14,1.5349928617069963e-06,2.7335475463047265e-12,3.725290298461914e-08,1.9744038581848145e-07,1.2134645999140048e-07,1.7083155297802598e-14,4.842877388000488e-08,5.587935447692871e-08,0.16210982203483582,0.030488258227705956,0.0072516463696956635,0.12622040510177612
205,1,1020706,4,0.4,4,0.35,0.03,253,8.996559871859641e-14,1.5752746094221948e-06,2.878899158995085e-12,1.1175870895385742e-08,2.5704503059387207e-07,1.2134645999140048e-07,1.7083155297802598e-14,4.842877388000488e-08,5.587935447692871e-08,0.16210982203483582,0.030488258227705956,0.0072516463696956635,0.12622040510177612
205,2,1020707,4,0.4,4,0.35,0.01,287,1.2308242532815816e-13,1.8425362213747576e-06,3.938637610501061e-12,2.60770320892334e-08,1.862645149230957e-07,1.2134645999140048e-07,1.7083155297802598e-14,4.842877388000488e-08,5.587935447692871e-08,0.16210982203483582,0.030488258227705956,0.0072516463696956635,0.12622040510177612
205,3,1020708,4,0.4,4,0.35,0.01,279,8.713820951692514e-14,1.5503235317737563e-06,2.7884227045416043e-12,3.725290298461914e-09,1.601874828338623e-07,1.2134645999140048e-07,1.7083155297802598e-14,4.842877388000488e-08,5.587935447692871e-08,0.16210982203483582,0.030488258227705956,0.0072516463696956635,0.12622040510177612
205,4,1020709,4,0.4,4,0.35,0.1,483,4.01342574083384e-14,1.0521450803935295e-06,1.2842962370668287e-12,2.9802322387695312e-08,1.341104507446289e-07,1.2134645999140048e-07,1.7083155297802598e-14,4.842877388000488e-08,5.587935447692871e-08,0.16210982203483582,0.030488258227705956,0.0072516463696956635,0.12622040510177612
205,0,1020705,4,0.8,4,0.35,0.03,1263,9.47262898003988e-14,1.4916530517439242e-06,3.0312412736127614e-12,-3.725290298461914e-09,4.0978193283081055e-08,1.1439372116228697e-07,1.7827451618884424e-14,-3.725290298461914e-09,5.21540641784668e-08,0.2802736461162567,0.1070161685347557,0.03702656924724579,0.40406543016433716
205,1,1020706,4,0.8,4,0.35,0.03,1023,1.7603706849427664e-13,2.0334553028078517e-06,5.6331861918168524e-12,-1.1175870895385742e-08,4.842877388000488e-08,1.1439372116228697e-07,1.7827451618884424e-14,-3.725290298461914e-09,5.21540641784668e-08,0.2802736461162567,0.1070161685347557,0.03702656924724579,0.40406543016433716
205,2,1020707,4,0.8,4,0.35,0.1,777,1.4859627742690174e-13,1.8682565041672206e-06,4.7550808776608555e-12,3.725290298461914e-09,1.1920928955078125e-07,1.1439372116228697e-07,1.7827451618884424e-14,-3.725290298461914e-09,5.21540641784668e-08,0.2802736461162567,0.1070161685347557,0.03702656924724579,0.40406543016433716
205,3,1020708,4,0.8,4,0.35,0.1,585,4.913603568077948e-14,1.0743174243543763e-06,1.5723531417849435e-12,-7.450580596923828e-09,1.1175870895385742e-07,1.1439372116228697e-07,1.7827451618884424e-14,-3.725290298461914e-09,5.21540641784668e-08,0.2802736461162567,0.1070161685347557,0.03702656924724579,0.40406543016433716
205,4,1020709,4,0.8,4,0.35,0.03,1225,1.8446664551766134e-13,2.081572347378824e-06,5.902932656565163e-12,-1.862645149230957e-08,1.4156103134155273e-07,1.1439372116228697e-07,1.7827451618884424e-14,-3.725290298461914e-09,5.21540641784668e-08,0.2802736461162567,0.1070161685347557,0.03702656924724579,0.40406543016433716
206,0,1020806,4,0.0,4,0.35,0.03,246,6.541287829323408e-14,1.3568446775025222e-06,2.0932121053834907e-12,2.2351741790771484e-08,1.1175870895385742e-07,1.6217239817706286e-07,2.990244838308072e-14,3.3527612686157227e-08,1.4901161193847656e-08,1.484459914991021e-07,2.505473652440922e-14,1.862645149230957e-08,3.3527612686157227e-08
206,1,1020807,4,0.0,4,0.35,0.01,252,9.049668160026128e-14,1.5959336678861291e-06,2.895893811208361e-12,1.4901161193847656e-08,1.30385160446167e-07,1.6217239817706286e-07,2.990244838308072e-14,3.3527612686157227e-08,1.4901161193847656e-08,1.484459914991021e-07,2.505473652440922e-14,1.862645149230957e-08,3.3527612686157227e-08
206,2,1020808,4,0.0,4,0.35,0.01,252,8.478121498031385e-14,1.544714905321598e-06,2.7129988793700432e-12,-3.725290298461914e-09,1.6763806343078613e-07,1.6217239817706286e-07,2.990244838308072e-14,3.3527612686157227e-08,1.4901161193847656e-08,1.484459914991021e-07,2.505473652440922e-14,1.862645149230957e-08,3.3527612686157227e-08
206,3,1020809,4,0.0,4,0.35,0.01,282,8.41686543053867e-14,1.5391243550766376e-06,2.6933969377723743e-12,1.4901161193847656e-08,1.0058283805847168e-07,1.6217239817706286e-07,2.990244838308072e-14,3.3527612686157227e-08,1.4901161193847656e-08,1.484459914991021e-07,2.505473652440922e-14,1.862645149230957e-08,3.3527612686157227e-08
206,4,1020810,4,0.0,4,0.35,0.01,249,8.431014946515963e-14,1.540417542855721e-06,2.6979247828851083e-12,3.725290298461914e-09,1.3783574104309082e-07,1.6217239817706286e-07,2.990244838308072e-14,3.3527612686157227e-08,1.4901161193847656e-08,1.484459914991021e-07,2.505473652440922e-14,1.862645149230957e-08,3.3527612686157227e-08
206,0,1020806,4,0.4,4,0.35,0.1,426,2.7753625745784334e-14,8.669235285196919e-07,8.881160238650987e-13,-1.862645149230957e-08,1.0803341865539551e-07,1.7093923077027284e-07,3.4529606414814354e-14,-2.2351741790771484e-08,2.60770320892334e-08,0.18292616307735443,0.03954210504889488,0.010143797844648361,0.12586891651153564
206,1,1020807,4,0.4,4,0.35,0.01,263,8.443681138396025e-14,1.512122025815188e-06,2.701977964286728e-12,0.0,2.4959444999694824e-07,1.7093923077027284e-07,3.4529606414814354e-14,-2.2351741790771484e-08,2.60770320892334e-08,0.18292616307735443,0.03954210504889488,0.010143797844648361,0.12586891651153564
206,2,1020808,4,0.4,4,0.35,0.03,262,7.367004006613928e-14,1.4124281051408616e-06,2.357441282116457e-12,-7.450580596923828e-09,2.0489096641540527e-07,1.7093923077027284e-07,3.4529606414814354e-14,-2.2351741790771484e-08,2.60770320892334e-08,0.18292616307735443,0.03954210504889488,0.010143797844648361,0.12586891651153564
206,3,1020809,4,0.4,4,0.35,0.03,262,8.874215788210946e-14,1.5501934740314027e-06,2.8397490522275026e-12,2.9802322387695312e-08,1.8998980522155762e-07,1.7093923077027284e-07,3.4529606414814354e-14,-2.2351741790771484e-08,2.60770320892334e-08,0.18292616307735443,0.03954210504889488,0.010143797844648361,0.12586891651153564
206,4,1020810,4,0.4,4,0.35,0.03,262,7.34967235726039e-14,1.4107656625128584e-06,2.3518951543233246e-12,-1.1175870895385742e-08,1.9744038581848145e-07,1.7093923077027284e-07,3.4529606414814354e-14,-2.2351741790771484e-08,2.60770320892334e-08,0.18292616307735443,0.03954210504889488,0.010143797844648361,0.12586891651153564
206,0,1020806,4,0.8,4,0.35,0.1,820,1.5038695928750595e-13,1.8759823205982684e-06,4.8123826972001904e-12,0.0,1.341104507446289e-07,1.6931626589666848e-07,3.920126416946494e-14,1.862645149230957e-08,4.0978193283081055e-08,0.29696619510650635,0.12059152126312256,0.042406417429447174,0.3163622319698334
206,1,1020807,4,0.8,4,0.35,0.03,1981,8.81144183767675e-14,1.4359758324644645e-06,2.81966138805656e-12,1.862645149230957e-08,1.2293457984924316e-07,1.6931626589666848e-07,3.920126416946494e-14,1.862645149230957e-08,4.0978193283081055e-08,0.29696619510650635,0.12059152126312256,0.042406417429447174,0.3163622319698334
206,2,1020808,4,0.8,4,0.35,0.03,1433,1.0869620091155663e-13,1.5948902500895201e-06,3.478278429169812e-12,-1.1175870895385742e-08,6.705522537231445e-08,1.6931626589666848e-07,3.920126416946494e-14,1.862645149230957e-08,4.0978193283081055e-08,0.29696619510650635,0.12059152126312256,0.042406417429447174,0.3163622319698334
206,3,1020809,4,0.8,4,0.35,0.03,1666,9.480856041649971e-14,1.4895236972733983e-06,3.0338739333279907e-12,-2.9802322387695312e-08,1.0803341865539551e-07,1.6931626589666848e-07,3.920126416946494e-14,1.862645149230957e-08,4.0978193283081055e-08,0.29696619510650635,0.12059152126312256,0.042406417429447174,0.3163622319698334
206,4,1020810,4,0.8,4,0.35,0.1,583,2.6568841571261714e-10,7.885149534558877e-05,8.502029302803749e-09,-3.725290298461914e-09,1.3671815395355225e-06,1.6931626589666848e-07,3.920126416946494e-14,1.862645149230957e-08,4.0978193283081055e-08,0.29696619510650635,0.12059152126312256,0.042406417429447174,0.3163622319698334
207,0,1020907,4,0.0,4,0.35,0.01,254,8.538570512531957e-14,1.5460946087841876e-06,2.732342564010226e-12,-1.862645149230957e-08,1.0803341865539551e-07,1.8480902497231e-07,3.903996199125341e-14,-1.1175870895385742e-08,2.9802322387695312e-08,1.3449967184442357e-07,2.0677853011666705e-14,-2.2351741790771484e-08,5.960464477539063e-08
207,1,1020908,4,0.0,4,0.35,0.01,262,8.234957312412694e-14,1.5183578625510563e-06,2.635186339972062e-12,-3.725290298461914e-09,9.685754776000977e-08,1.8480902497231e-07,3.903996199125341e-14,-1.1175870895385742e-08,2.9802322387695312e-08,1.3449967184442357e-07,2.0677853011666705e-14,-2.2351741790771484e-08,5.960464477539063e-08
207,2,1020909,4,0.0,4,0.35,0.01,254,2.089434745014551e-12,7.648175596841611e-06,6.686191184046564e-11,-7.450580596923828e-09,1.4156103134155273e-07,1.8480902497231e-07,3.903996199125341e-14,-1.1175870895385742e-08,2.9802322387695312e-08,1.3449967184442357e-07,2.0677853011666705e-14,-2.2351741790771484e-08,5.960464477539063e-08
207,3,1020910,4,0.0,4,0.35,0.01,257,8.808315947288203e-14,1.5703263898103614e-06,2.818661103132225e-12,0.0,1.1175870895385742e-07,1.8480902497231e-07,3.903996199125341e-14,-1.1175870895385742e-08,2.9802322387695312e-08,1.3449967184442357e-07,2.0677853011666705e-14,-2.2351741790771484e-08,5.960464477539063e-08
207,4,1020911,4,0.0,4,0.35,0.01,356,4.544404349354769e-12,1.1279294994892552e-05,1.4542093917935262e-10,-1.4901161193847656e-08,8.940696716308594e-08,1.8480902497231e-07,3.903996199125341e-14,-1.1175870895385742e-08,2.9802322387695312e-08,1.3449967184442357e-07,2.0677853011666705e-14,-2.2351741790771484e-08,5.960464477539063e-08
207,0,1020907,4,0.4,4,0.35,0.01,298,1.0164978803345673e-13,1.6518198435733211e-06,3.2527932170706153e-12,-1.1175870895385742e-08,7.078051567077637e-08,1.7426052068003628e-07,3.6201713827198334e-14,-1.1175870895385742e-08,1.1175870895385742e-08,0.16457247734069824,0.0322883240878582,0.007821876555681229,0.11227013170719147
207,1,1020908,4,0.4,4,0.35,0.03,339,2.439825143134289e-13,2.5591089070076123e-06,7.807440458029724e-12,2.60770320892334e-08,8.940696716308594e-08,1.7426052068003628e-07,3.6201713827198334e-14,-1.1175870895385742e-08,1.1175870895385742e-08,0.16457247734069824,0.0322883240878582,0.007821876555681229,0.11227013170719147
207,2,1020909,4,0.4,4,0.35,0.1,346,1.0179441382700272e-13,1.6529945696674986e-06,3.257421242464087e-12,-2.60770320892334e-08,1.7508864402770996e-07,1.7426052068003628e-07,3.6201713827198334e-14,-1.1175870895385742e-08,1.1175870895385742e-08,0.16457247734069824,0.0322883240878582,0.007821876555681229,0.11227013170719147
207,3,1020910,4,0.4,4,0.35,0.01,280,8.727449373000656e-14,1.5305696479117614e-06,2.79278379936021e-12,7.450580596923828e-09,1.601874828338623e-07,1.7426052068003628e-07,3.6201713827198334e-14,-1.1175870895385742e-08,1.1175870895385742e-08,0.16457247734069824,0.0322883240878582,0.007821876555681229,0.11227013170719147
207,4,1020911,4,0.4,4,0.35,0.01,272,8.164960542530672e-14,1.4804252259636996e-06,2.612787373609815e-12,-1.4901161193847656e-08,1.9371509552001953e-07,1.7426052068003628e-07,3.6201713827198334e-14,-1.1175870895385742e-08,1.1175870895385742e-08,0.16457247734069824,0.0322883240878582,0.007821876555681229,0.11227013170719147
207,0,1020907,4,0.8,4,0.35,0.1,604,2.5389450741472586e-13,2.4279015633510426e-06,8.124624237271227e-12,1.1175870895385742e-08,9.313225746154785e-08,1.7154894749182859e-07,4.05617989825309e-14,-1.4901161193847656e-08,3.3527612686157227e-08,0.27650678157806396,0.1053786501288414,0.03376419469714165,0.32868802547454834
207,1,1020908,4,0.8,4,0.35,0.1,689,7.706449410907479e-14,1.3376164815781522e-06,2.4660638114903932e-12,-3.725290298461914e-09,7.82310962677002e-08,1.7154894749182859e-07,4.05617989825309e-14,-1.4901161193847656e-08,3.3527612686157227e-08,0.27650678157806396,0.1053786501288414,0.03376419469714165,0.32868802547454834
207,2,1020909,4,0.8,4,0.35,0.1,513,1.7130356378194933e-13,1.9942870039812988e-06,5.4817140410223786e-12,-7.450580596923828e-09,1.1175870895385742e-07,1.7154894749182859e-07,4.05617989825309e-14,-1.4901161193847656e-08,3.3527612686157227e-08,0.27650678157806396,0.1053786501288414,0.03376419469714165,0.32868802547454834
207,3,1020910,4,0.8,4,0.35,0.03,1119,5.646170198048139e-09,0.00036206076038070023,1.8067744633754046e-07,7.078051567077637e-08,1.125037670135498e-06,1.7154894749182859e-07,4.05617989825309e-14,-1.4901161193847656e-08,3.3527612686157227e-08,0.27650678157806396,0.1053786501288414,0.03376419469714165,0.32868802547454834
207,4,1020911,4,0.8,4,0.35,0.1,436,8.324049593057617e-14,1.3901823194828467e-06,2.6636958697784374e-12,-1.4901161193847656e-08,5.960464477539063e-08,1.7154894749182859e-07,4.05617989825309e-14,-1.4901161193847656e-08,3.3527612686157227e-08,0.27650678157806396,0.1053786501288414,0.03376419469714165,0.32868802547454834
208,0,1021008,4,0.0,4,0.35,0.1,893,6.25377367621284e-14,1.2975091294720187e-06,2.0012075763881088e-12,2.60770320892334e-08,2.2724270820617676e-07,1.5292418709123012e-07,2.779864893506269e-14,1.4901161193847656e-08,3.3527612686157227e-08,1.4954666482935863e-07,2.6584271351111355e-14,2.60770320892334e-08,3.3527612686157227e-08
208,1,1021009,4,0.0,4,0.35,0.01,254,8.436812040006972e-14,1.5070529570948565e-06,2.699779852802231e-12,2.2351741790771484e-08,1.564621925354004e-07,1.5292418709123012e-07,2.779864893506269e-14,1.4901161193847656e-08,3.3527612686157227e-08,1.4954666482935863e-07,2.6584271351111355e-14,2.60770320892334e-08,3.3527612686157227e-08
208,2,1021010,4,0.0,4,0.35,0.01,256,9.179817144064004e-14,1.5720137298558257e-06,2.937541486100481e-12,1.4901161193847656e-08,1.1548399925231934e-07,1.5292418709123012e-07,2.779864893506269e-14,1.4901161193847656e-08,3.3527612686157227e-08,1.4954666482935863e-07,2.6584271351111355e-14,2.60770320892334e-08,3.3527612686157227e-08
208,3,1021011,4,0.0,4,0.35,0.1,591,1.1693943068654539e-13,1.7742704585543834e-06,3.742061781969452e-12,3.725290298461914e-08,1.4901161193847656e-07,1.5292418709123012e-07,2.779864893506269e-14,1.4901161193847656e-08,3.3527612686157227e-08,1.4954666482935863e-07,2.6584271351111355e-14,2.60770320892334e-08,3.3527612686157227e-08
208,4,1021012,4,0.0,4,0.35,0.03,245,8.563652174539693e-14,1.5183393315965077e-06,2.740368695852702e-12,2.2351741790771484e-08,1.5273690223693848e-07,1.5292418709123012e-07,2.779864893506269e-14,1.4901161193847656e-08,3.3527612686157227e-08,1.4954666482935863e-07,2.6584271351111355e-14,2.60770320892334e-08,3.3527612686157227e-08
208,0,1021008,4,0.4,4,0.35,0.1,796,1.8719166570545925e-13,2.16101466321561e-06,5.990133302574696e-12,-7.450580596923828e-09,1.4901161193847656e-07,1.7263933216327132e-07,3.8229666556987424e-14,0.0,5.960464477539063e-08,0.1615346074104309,0.03346972540020943,0.008852478116750717,0.12206807732582092
208,1,1021009,4,0.4,4,0.35,0.1,546,5.768240160693161e-14,1.19959918265522e-06,1.8458368514218115e-12,3.725290298461914e-09,1.1920928955078125e-07,1.7263933216327132e-07,3.8229666556987424e-14,0.0,5.960464477539063e-08,0.1615346074104309,0.03346972540020943,0.008852478116750717,0.12206807732582092
208,2,1021010,4,0.4,4,0.35,0.03,1104,1.0117421630302312e-13,1.5887275139903068e-06,3.2375749216967398e-12,1.862645149230957e-08,1.1548399925231934e-07,1.7263933216327132e-07,3.8229666556987424e-14,0.0,5.960464477539063e-08,0.1615346074104309,0.03346972540020943,0.008852478116750717,0.12206807732582092
208,3,1021011,4,0.4,4,0.35,0.1,499,7.019114022649431e-14,1.3232918263383908e-06,2.246116487247818e-12,7.450580596923828e-09,1.30385160446167e-07,1.7263933216327132e-07,3.8229666556987424e-14,0.0,5.960464477539063e-08,0.1615346074104309,0.03346972540020943,0.008852478116750717,0.12206807732582092
208,4,1021012,4,0.4,4,0.35,0.03,325,7.857209078244304e-14,1.4000664805280394e-06,2.5143069050381772e-12,1.4901161193847656e-08,8.568167686462402e-08,1.7263933216327132e-07,3.8229666556987424e-14,0.0,5.960464477539063e-08,0.1615346074104309,0.03346972540020943,0.008852478116750717,0.12206807732582092
208,0,1021008,4,0.8,4,0.35,0.1,606,8.845901174936444e-05,0.043076008558273315,0.002830688375979662,0.0025552771985530853,0.0025435201823711395,1.7728784484916105e-07,4.7948942722125104e-14,-1.862645149230957e-08,2.2351741790771484e-08,0.2770695090293884,0.11711125075817108,0.03644704818725586,0.41839921474456787
208,1,1021009,4,0.8,4,0.35,0.03,1059,8.83453176356852e-05,0.043048322200775146,0.0028270501643419266,0.0025538206100463867,0.0025535672903060913,1.7728784484916105e-07,4.7948942722125104e-14,-1.862645149230957e-08,2.2351741790771484e-08,0.2770695090293884,0.11711125075817108,0.03644704818725586,0.41839921474456787
208,2,1021010,4,0.8,4,0.35,0.1,536,8.833520405460149e-05,0.043045852333307266,0.0028267265297472477,0.0025536417961120605,0.0025536268949508667,1.7728784484916105e-07,4.7948942722125104e-14,-1.862645149230957e-08,2.2351741790771484e-08,0.2770695090293884,0.11711125075817108,0.03644704818725586,0.41839921474456787
208,3,1021011,4,0.8,4,0.35,0.01,2000,8.820748189464211e-05,0.04301472753286362,0.0028226394206285477,0.0025526322424411774,0.0025531984865665436,1.7728784484916105e-07,4.7948942722125104e-14,-1.862645149230957e-08,2.2351741790771484e-08,0.2770695090293884,0.11711125075817108,0.03644704818725586,0.41839921474456787
208,4,1021012,4,0.8,4,0.35,0.01,2000,8.815042383503169e-05,0.04300080984830856,0.002820813562721014,0.002551853656768799,0.002551887184381485,1.7728784484916105e-07,4.7948942722125104e-14,-1.862645149230957e-08,2.2351741790771484e-08,0.2770695090293884,0.11711125075817108,0.03644704818725586,0.41839921474456787
209,0,1021109,4,0.0,4,0.35,0.03,307,5.58535639613722e-13,3.9845085666456725e-06,1.7873140467639104e-11,2.60770320892334e-08,1.341104507446289e-07,1.817094954503773e-07,3.7171200633571294e-14,-3.725290298461914e-09,1.4901161193847656e-08,9.970620595822766e-08,1.1191690478008776e-14,7.450580596923828e-09,1.1175870895385742e-08
209,1,1021110,4,0.0,4,0.35,0.01,257,7.603460368916723e-14,1.470127358516038e-06,2.4331073180533513e-12,7.450580596923828e-09,1.30385160446167e-07,1.817094954503773e-07,3.7171200633571294e-14,-3.725290298461914e-09,1.4901161193847656e-08,9.970620595822766e-08,1.1191690478008776e-14,7.450580596923828e-09,1.1175870895385742e-08
209,2,1021111,4,0.0,4,0.35,0.01,256,1.795252585912871e-13,2.2589786112803267e-06,5.744808274921187e-12,3.3527612686157227e-08,1.2665987014770508e-07,1.817094954503773e-07,3.7171200633571294e-14,-3.725290298461914e-09,1.4901161193847656e-08,9.970620595822766e-08,1.1191690478008776e-14,7.450580596923828e-09,1.1175870895385742e-08
209,3,1021112,4,0.0,4,0.35,0.03,238,5.53302893682283e-14,1.254095991498616e-06,1.7705692597833056e-12,3.725290298461914e-09,2.60770320892334e-07,1.817094954503773e-07,3.7171200633571294e-14,-3.725290298461914e-09,1.4901161193847656e-08,9.970620595822766e-08,1.1191690478008776e-14,7.450580596923828e-09,1.1175870895385742e-08
209,4,1021113,4,0.0,4,0.35,0.01,245,8.886380536586233e-14,1.5893215277174022e-06,2.8436417717075946e-12,1.1175870895385742e-08,1.4901161193847656e-07,1.817094954503773e-07,3.7171200633571294e-14,-3.725290298461914e-09,1.4901161193847656e-08,9.970620595822766e-08,1.1191690478008776e-14,7.450580596923828e-09,1.1175870895385742e-08
209,0,1021109,4,0.4,4,0.35,0.03,267,7.266216572659676e-14,1.3980505855215597e-06,2.325189303251096e-12,3.725290298461914e-09,1.9744038581848145e-07,1.8508194443711545e-07,4.075122604272306e-14,-2.2351741790771484e-08,3.725290298461914e-08,0.1700621396303177,0.03440549597144127,0.006244394928216934,0.1459193229675293
209,1,1021110,4,0.4,4,0.35,0.01,289,8.671324292289229e-14,1.527254539723799e-06,2.774823773532553e-12,-3.725290298461914e-09,8.568167686462402e-08,1.8508194443711545e-07,4.075122604272306e-14,-2.2351741790771484e-08,3.725290298461914e-08,0.1700621396303177,0.03440549597144127,0.006244394928216934,0.1459193229675293
209,2,1021111,4,0.4,4,0.35,0.03,267,7.906055774246565e-14,1.4583059737560689e-06,2.5299378477589007e-12,1.1175870895385742e-08,1.341104507446289e-07,1.8508194443711545e-07,4.075122604272306e-14,-2.2351741790771484e-08,3.725290298461914e-08,0.1700621396303177,0.03440549597144127,0.006244394928216934,0.1459193229675293
209,3,1021112,4,0.4,4,0.35,0.01,275,8.371326906415205e-14,1.500603161730396e-06,2.6788246100528657e-12,2.2351741790771484e-08,1.862645149230957e-07,1.8508194443711545e-07,4.075122604272306e-14,-2.2351741790771484e-08,3.725290298461914e-08,0.1700621396303177,0.03440549597144127,0.006244394928216934,0.1459193229675293
209,4,1021113,4,0.4,4,0.35,0.03,264,8.231254084367298e-14,1.4879958598612575e-06,2.6340013069975354e-12,0.0,2.4586915969848633e-07,1.8508194443711545e-07,4.075122604272306e-14,-2.2351741790771484e-08,3.725290298461914e-08,0.1700621396303177,0.03440549597144127,0.006244394928216934,0.1459193229675293
209,0,1021109,4,0.8,4,0.35,0.03,1140,1.0122763358880876e-13,1.5349306750067626e-06,3.2392842748418804e-12,1.4901161193847656e-08,7.450580596923828e-08,1.8833019055364275e-07,4.876535373427027e-14,-1.4901161193847656e-08,2.9802322387695312e-08,0.2936801612377167,0.11858253926038742,0.03812601789832115,0.43969711661338806
209,1,1021110,4,0.8,4,0.35,0.03,904,9.097334430913095e-14,1.4551116009897669e-06,2.9111470178921905e-12,1.862645149230957e-08,4.842877388000488e-08,1.8833019055364275e-07,4.876535373427027e-14,-1.4901161193847656e-08,2.9802322387695312e-08,0.2936801612377167,0.11858253926038742,0.03812601789832115,0.43969711661338806
209,2,1021111,4,0.8,4,0.35,0.03,930,2.8583469006407056e-14,8.156366106959467e-07,9.146710082050258e-13,2.60770320892334e-08,9.313225746154785e-08,1.8833019055364275e-07,4.876535373427027e-14,-1.4901161193847656e-08,2.9802322387695312e-08,0.2936801612377167,0.11858253926038742,0.03812601789832115,0.43969711661338806
209,3,1021112,4,0.8,4,0.35,0.1,680,2.83050953552369e-13,2.566678858784144e-06,9.057630513675807e-12,-7.450580596923828e-09,1.341104507446289e-07,1.8833019055364275e-07,4.876535373427027e-14,-1.4901161193847656e-08,2.9802322387695312e-08,0.2936801612377167,0.11858253926038742,0.03812601789832115,0.43969711661338806
209,4,1021113,4,0.8,4,0.35,0.1,883,1.3008441979850405e-13,1.7400104752596235e-06,4.1627014335521295e-12,1.1175870895385742e-08,5.21540641784668e-08,1.8833019055364275e-07,4.876535373427027e-14,-1.4901161193847656e-08,2.9802322387695312e-08,0.2936801612377167,0.11858253926038742,0.03812601789832115,0.43969711661338806
