architecture,scenario,pilot_seed,method_id,method,implementation,allocation,learning_rate,lora_plus_ratio,validation_accuracy,validation_nll,best_epoch,epochs_ran,trainable_parameters,train_seconds
mlp,rotation,55,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.7416666666666667,0.9006125330924988,120,120,202,1.0962416580000536
mlp,rotation,11,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.8277777777777777,0.5990955829620361,118,120,202,1.107852917999935
mlp,rotation,22,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.8027777777777778,0.6274123191833496,115,120,202,1.163978582000027
mlp,rotation,33,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.8138888888888889,0.58910071849823,120,120,202,1.1517695589998311
mlp,rotation,44,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.8166666666666667,0.588144838809967,120,120,202,1.1218930979998731
mlp,rotation,55,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.8055555555555556,0.6638303399085999,120,120,202,1.10621232099993
mlp,rotation,11,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.8444444444444444,0.4954778850078583,79,97,202,0.9115365529999053
mlp,rotation,22,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.8583333333333333,0.4798116087913513,115,120,202,1.1034442999998646
mlp,rotation,33,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.8777777777777778,0.3879218101501465,117,120,202,1.137389892000101
mlp,rotation,44,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.875,0.3817688822746277,119,120,202,1.0966032709998217
mlp,rotation,55,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.8694444444444445,0.4837976098060608,116,120,202,1.1263486939999439
mlp,rotation,11,lora,LoRA,lora,4-4-4,0.003,1.0,0.925,0.3119312822818756,66,84,1832,0.9127691520000099
mlp,rotation,22,lora,LoRA,lora,4-4-4,0.003,1.0,0.9388888888888889,0.2577686011791229,96,114,1832,1.219186393999962
mlp,rotation,33,lora,LoRA,lora,4-4-4,0.003,1.0,0.9277777777777778,0.231190487742424,113,120,1832,1.327573626000003
mlp,rotation,44,lora,LoRA,lora,4-4-4,0.003,1.0,0.9166666666666666,0.3166046142578125,81,99,1832,1.0738783980000335
mlp,rotation,55,lora,LoRA,lora,4-4-4,0.003,1.0,0.9361111111111111,0.25178226828575134,119,120,1832,1.343425317000083
mlp,rotation,11,lora,LoRA,lora,4-4-4,0.01,1.0,0.9277777777777778,0.2938424348831177,29,47,1832,0.5124123690000033
mlp,rotation,22,lora,LoRA,lora,4-4-4,0.01,1.0,0.9472222222222222,0.237515389919281,34,52,1832,0.5523352489999525
mlp,rotation,33,lora,LoRA,lora,4-4-4,0.01,1.0,0.9361111111111111,0.2706274390220642,91,109,1832,1.3058872090000477
mlp,rotation,44,lora,LoRA,lora,4-4-4,0.01,1.0,0.9222222222222223,0.31189385056495667,25,43,1832,0.5589034390000052
mlp,rotation,55,lora,LoRA,lora,4-4-4,0.01,1.0,0.9444444444444444,0.25245171785354614,62,80,1832,0.9047847669999101
mlp,rotation,11,lora,LoRA,lora,4-4-4,0.03,1.0,0.9555555555555556,0.23239383101463318,42,60,1832,0.6187978089999433
mlp,rotation,22,lora,LoRA,lora,4-4-4,0.03,1.0,0.9361111111111111,0.22415699064731598,13,31,1832,0.3254305390000809
mlp,rotation,33,lora,LoRA,lora,4-4-4,0.03,1.0,0.9472222222222222,0.2146422117948532,34,52,1832,0.5660432170000149
mlp,rotation,44,lora,LoRA,lora,4-4-4,0.03,1.0,0.9166666666666666,0.2863590121269226,8,26,1832,0.2806298999998944
mlp,rotation,55,lora,LoRA,lora,4-4-4,0.03,1.0,0.9305555555555556,0.31799840927124023,26,44,1832,0.47006604300008803
mlp,rotation,11,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.9111111111111111,0.35701698064804077,115,120,1832,1.3035198899999614
mlp,rotation,22,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.9138888888888889,0.3592621386051178,94,112,1832,1.2391887260000658
mlp,rotation,33,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.9027777777777778,0.29238221049308777,119,120,1832,1.2813891519999743
mlp,rotation,44,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.9083333333333333,0.3565152883529663,110,120,1832,1.2883166819999587
mlp,rotation,55,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.9027777777777778,0.3290638327598572,119,120,1832,1.3075701079999362
mlp,rotation,11,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.9222222222222223,0.34363889694213867,36,54,1832,0.5812751210000897
mlp,rotation,22,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.9361111111111111,0.2897947132587433,62,80,1832,0.8610319299998537
mlp,rotation,33,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.9305555555555556,0.2723143994808197,117,120,1832,1.26833350600009
mlp,rotation,44,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.9166666666666666,0.3079650104045868,57,75,1832,0.7868004260001271
mlp,rotation,55,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.9333333333333333,0.21873363852500916,61,79,1832,0.8409833610000987
mlp,rotation,11,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.9305555555555556,0.2954328954219818,23,41,1832,0.4333495189998757
mlp,rotation,22,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.9361111111111111,0.24720723927021027,23,41,1832,0.43190548400002626
mlp,rotation,33,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.9277777777777778,0.29726138710975647,45,63,1832,0.6620955690000301
mlp,rotation,44,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.9194444444444444,0.32087475061416626,24,42,1832,0.4318211350000638
mlp,rotation,55,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.9361111111111111,0.25808894634246826,67,85,1832,1.000359294999953
mlp,rotation,11,dora,DoRA,dora,4-4-4,0.003,1.0,0.9277777777777778,0.286251038312912,87,105,2034,1.5335831849999977
mlp,rotation,22,dora,DoRA,dora,4-4-4,0.003,1.0,0.9444444444444444,0.2257695347070694,94,112,2034,1.6956103219999932
mlp,rotation,33,dora,DoRA,dora,4-4-4,0.003,1.0,0.925,0.26469704508781433,71,89,2034,1.139777876999915
mlp,rotation,44,dora,DoRA,dora,4-4-4,0.003,1.0,0.9166666666666666,0.28105130791664124,64,82,2034,1.2004837330000555
mlp,rotation,55,dora,DoRA,dora,4-4-4,0.003,1.0,0.9416666666666667,0.24086855351924896,118,120,2034,1.6391676700000062
mlp,rotation,11,dora,DoRA,dora,4-4-4,0.01,1.0,0.9305555555555556,0.26300352811813354,22,40,2034,0.46635652999998456
mlp,rotation,22,dora,DoRA,dora,4-4-4,0.01,1.0,0.9444444444444444,0.20797738432884216,36,54,2034,0.627270918000022
mlp,rotation,33,dora,DoRA,dora,4-4-4,0.01,1.0,0.9444444444444444,0.21502749621868134,80,98,2034,1.1994376729999203
mlp,rotation,44,dora,DoRA,dora,4-4-4,0.01,1.0,0.9166666666666666,0.2805647850036621,19,37,2034,0.46013736400004746
mlp,rotation,55,dora,DoRA,dora,4-4-4,0.01,1.0,0.9444444444444444,0.24050182104110718,56,74,2034,0.9084897370000817
mlp,rotation,11,dora,DoRA,dora,4-4-4,0.03,1.0,0.9555555555555556,0.2023964524269104,53,71,2034,0.8618145890000051
mlp,rotation,22,dora,DoRA,dora,4-4-4,0.03,1.0,0.9416666666666667,0.19963815808296204,31,49,2034,0.6084911749999264
mlp,rotation,33,dora,DoRA,dora,4-4-4,0.03,1.0,0.9527777777777777,0.19694192707538605,28,46,2034,0.5677991160000602
mlp,rotation,44,dora,DoRA,dora,4-4-4,0.03,1.0,0.9361111111111111,0.23763369023799896,50,68,2034,0.8522367949999534
mlp,rotation,55,dora,DoRA,dora,4-4-4,0.03,1.0,0.9333333333333333,0.2524792551994324,29,47,2034,0.5931034779998754
mlp,rotation,11,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.8277777777777777,0.8248475193977356,120,120,17226,1.1503771630000301
mlp,rotation,22,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.8388888888888889,0.8520023822784424,120,120,17226,1.2191662810000707
mlp,rotation,33,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.8388888888888889,0.7800474166870117,120,120,17226,1.356678107000107
mlp,rotation,44,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.8361111111111111,0.8132719397544861,120,120,17226,1.265226458999905
mlp,rotation,55,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.825,0.9595267176628113,120,120,17226,1.2809368910000103
mlp,rotation,11,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.9138888888888889,0.37912240624427795,116,120,17226,1.1163161489998856
mlp,rotation,22,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.9055555555555556,0.4054678976535797,113,120,17226,1.1056363309999142
mlp,rotation,33,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.9083333333333333,0.3710601031780243,119,120,17226,1.1131488949999948
mlp,rotation,44,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.8972222222222223,0.3619955778121948,115,120,17226,1.122775350999973
mlp,rotation,55,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.8972222222222223,0.4343477487564087,119,120,17226,1.1226983689998633
mlp,rotation,11,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.9305555555555556,0.28765568137168884,69,87,17226,0.8057368320000933
mlp,rotation,22,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.9333333333333333,0.305176705121994,105,120,17226,1.1553902709999875
mlp,rotation,33,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.9333333333333333,0.2671705484390259,88,106,17226,1.028918454999939
mlp,rotation,44,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.9222222222222223,0.3127245306968689,117,120,17226,1.1524293760001
mlp,rotation,55,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.925,0.3052957057952881,88,106,17226,1.0130188230000385
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.925,0.30474841594696045,69,87,2024,1.0013883359999909
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.9388888888888889,0.25622084736824036,64,82,2024,0.9167936129999816
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.925,0.2531731426715851,53,71,2024,0.7776744689999759
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.9222222222222223,0.31628546118736267,82,100,2024,1.0712891009998202
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.9333333333333333,0.2578077018260956,118,120,2024,1.3027896789999431
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.925,0.303646057844162,22,40,2024,0.4331311620001088
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.9527777777777777,0.2195805460214615,29,47,2024,0.5051670719999493
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.9388888888888889,0.24029871821403503,50,68,2024,0.7291845229999581
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.9222222222222223,0.31064337491989136,27,45,2024,0.4736922010001763
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.9361111111111111,0.2719971239566803,48,66,2024,0.7076464780000151
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.9527777777777777,0.22950825095176697,37,55,2024,0.5943710430001374
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.9444444444444444,0.24873808026313782,32,50,2024,0.5369833699999162
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.9527777777777777,0.22805722057819366,41,59,2024,0.6315412850001394
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.9333333333333333,0.2545129656791687,26,44,2024,0.49756763000004867
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.9305555555555556,0.35097044706344604,41,59,2024,0.6135142569999061
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.925,0.31392303109169006,66,84,2024,0.9035378670000682
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.9416666666666667,0.25602859258651733,96,114,2024,1.4482330849998561
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.9194444444444444,0.2604239583015442,75,93,2024,1.0688947500000268
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.9166666666666666,0.3011888265609741,53,71,2024,0.7633507590001045
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.9388888888888889,0.2509882152080536,118,120,2024,1.2867572879999898
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.9277777777777778,0.3079328238964081,22,40,2024,0.4379486539999107
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.9472222222222222,0.2436833530664444,29,47,2024,0.5050932529998136
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.9444444444444444,0.26234906911849976,83,101,2024,1.0683684129999165
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.9277777777777778,0.3017500936985016,25,43,2024,0.4675010309999834
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.9416666666666667,0.2540493309497833,69,87,2024,0.912868853999953
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.9555555555555556,0.22982196509838104,34,52,2024,0.5330562750000354
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.9388888888888889,0.26714888215065,20,38,2024,0.39406252799994945
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.9472222222222222,0.22571715712547302,38,56,2024,0.5887338450002062
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.9333333333333333,0.28293949365615845,44,62,2024,0.637141923000172
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.9277777777777778,0.33526623249053955,20,38,2024,0.3941688920001525
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.9194444444444444,0.3208921551704407,69,87,1980,0.9102014750001217
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.9361111111111111,0.24930822849273682,94,112,1980,1.1873910210001668
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.9333333333333333,0.24218027293682098,113,120,1980,1.2845925280000756
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.9222222222222223,0.3080907166004181,72,90,1980,0.9373483469998973
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.9333333333333333,0.26867684721946716,120,120,1980,1.2433334669999567
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.9361111111111111,0.2633005678653717,59,77,1980,0.8110688340000252
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.9472222222222222,0.2774784564971924,61,79,1980,0.829175424000141
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.9388888888888889,0.2661564350128174,86,104,1980,1.1001997849998588
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.9194444444444444,0.3248668313026428,16,34,1980,0.3509274769999138
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.9333333333333333,0.2600489854812622,57,75,1980,0.7730480509999325
mlp,rotation,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.95,0.2905871868133545,38,56,1980,0.5898418709998623
mlp,rotation,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.9444444444444444,0.223866268992424,13,31,1980,0.33596149699997113
mlp,rotation,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.9472222222222222,0.2396971434354782,54,72,1980,0.7622588819999692
mlp,rotation,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.9333333333333333,0.26717349886894226,24,42,1980,0.43754445899980965
mlp,rotation,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.9305555555555556,0.3104977309703827,38,56,1980,0.5812811170001169
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.925,0.28123459219932556,115,120,1768,1.7028276539999752
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.9416666666666667,0.22805559635162354,94,112,1768,1.6769307839999783
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.9222222222222223,0.2511637806892395,66,84,1768,1.2271204250000665
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.9194444444444444,0.2853250205516815,74,92,1768,1.1044618170001286
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.9416666666666667,0.23278824985027313,118,120,1768,1.4837538819999736
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.9333333333333333,0.24657323956489563,50,68,1768,0.8387929210000493
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.9444444444444444,0.21824820339679718,47,65,1768,0.8067307320000054
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.9416666666666667,0.2128964066505432,59,77,1768,0.9814810849998139
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.9138888888888889,0.28115496039390564,34,52,1768,0.6442028049998498
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.9416666666666667,0.23286718130111694,53,71,1768,0.8713289509998958
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.9416666666666667,0.2244987040758133,15,33,1768,0.40887795699995877
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.9416666666666667,0.19087712466716766,29,47,1768,0.5911367130001963
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.9555555555555556,0.2286270409822464,35,53,1768,0.6794197459998941
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.925,0.26220664381980896,25,43,1768,0.5610206169999401
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.9444444444444444,0.2755102515220642,46,64,1768,0.8500910529999146
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.9222222222222223,0.26940569281578064,116,120,1768,1.738787000000002
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.9444444444444444,0.2340134233236313,94,112,1768,1.317273048000061
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.9277777777777778,0.2691250145435333,76,94,1768,1.106140374000006
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.9166666666666666,0.3090835511684418,87,105,1768,1.2527820880000036
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.925,0.24187368154525757,120,120,1768,1.3697784720000072
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.9333333333333333,0.21601977944374084,59,77,1768,0.8677296190001016
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.9444444444444444,0.22700360417366028,34,52,1768,0.6005393689999892
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.9416666666666667,0.2202156037092209,63,81,1768,0.9267109540001002
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.9194444444444444,0.315677672624588,58,76,1768,0.8686883739999303
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.9472222222222222,0.21207459270954132,66,84,1768,0.9548241330001019
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.95,0.19933182001113892,37,55,1768,0.6484800499999892
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.9416666666666667,0.19098243117332458,27,45,1768,0.536152452000124
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.9444444444444444,0.18041500449180603,33,51,1768,0.5765745939997942
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.9305555555555556,0.2741560935974121,33,51,1768,0.5710935459997017
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.9472222222222222,0.21515829861164093,51,69,1768,0.786372910999944
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.9277777777777778,0.2910882830619812,116,120,1798,1.3872796710002149
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.9388888888888889,0.23419034481048584,119,120,1798,1.4106668770000397
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.9333333333333333,0.23698192834854126,113,120,1798,1.4299140939997415
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.9166666666666666,0.2873205840587616,92,110,1798,1.3116136119997464
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.9277777777777778,0.27871018648147583,117,120,1798,1.4135112230001141
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.9305555555555556,0.25507351756095886,37,55,1798,0.6362868050000543
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.9444444444444444,0.2125154286623001,36,54,1798,0.6314207229997919
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.9416666666666667,0.20750604569911957,57,75,1798,0.8868343099998128
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.9111111111111111,0.2982977628707886,28,46,1798,0.5618946969998433
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.9277777777777778,0.24287046492099762,57,75,1798,0.9957064989998798
mlp,rotation,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.9416666666666667,0.23170238733291626,29,47,1798,0.6570058690003862
mlp,rotation,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.95,0.18615692853927612,41,59,1798,0.8747906739999962
mlp,rotation,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.95,0.17407351732254028,50,68,1798,0.8257598200002576
mlp,rotation,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.925,0.2557828724384308,28,46,1798,0.5453171920003115
mlp,rotation,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.9472222222222222,0.22834186255931854,47,65,1798,0.7766878050001651
mlp,mixed,11,frozen,Frozen,frozen,0-0-0,0.0,1.0,0.48055555555555557,3.288990020751953,0,0,0,0.0
mlp,mixed,22,frozen,Frozen,frozen,0-0-0,0.0,1.0,0.48055555555555557,3.288990020751953,0,0,0,0.0
mlp,mixed,33,frozen,Frozen,frozen,0-0-0,0.0,1.0,0.48055555555555557,3.288990020751953,0,0,0,0.0
mlp,mixed,44,frozen,Frozen,frozen,0-0-0,0.0,1.0,0.48055555555555557,3.288990020751953,0,0,0,0.0
mlp,mixed,55,frozen,Frozen,frozen,0-0-0,0.0,1.0,0.48055555555555557,3.288990020751953,0,0,0,0.0
mlp,mixed,11,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.6361111111111111,1.1334108114242554,110,120,202,1.1178053410003486
mlp,mixed,22,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.5944444444444444,2.206505537033081,7,25,202,0.21982859299987467
mlp,mixed,33,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.5916666666666667,2.202924966812134,7,25,202,0.22562029899972913
mlp,mixed,44,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.6027777777777777,2.2185630798339844,7,25,202,0.22195529600003283
mlp,mixed,55,magnitude,Magnitude-only,magnitude,0-0-0,0.003,1.0,0.6222222222222222,1.1136921644210815,111,120,202,1.0519119099999443
mlp,mixed,11,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.6444444444444445,1.105883240699768,50,68,202,0.5773198800002319
mlp,mixed,22,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.6388888888888888,1.0415905714035034,112,120,202,1.0314188739998826
mlp,mixed,33,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.65,1.0513848066329956,72,90,202,0.8072280269998373
mlp,mixed,44,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.6083333333333333,1.6767253875732422,7,25,202,0.21890134000022954
mlp,mixed,55,magnitude,Magnitude-only,magnitude,0-0-0,0.01,1.0,0.6083333333333333,1.9404376745224,4,22,202,0.1936054080001668
mlp,mixed,11,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.6861111111111111,0.8839240074157715,110,120,202,1.0267916679999871
mlp,mixed,22,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.6777777777777778,1.0252267122268677,71,89,202,0.7717439080001895
mlp,mixed,33,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.7138888888888889,0.8783653974533081,96,114,202,1.0152621679999356
